startup_id,month,monthly_revenue_usd,cash_balance_usd,monthly_burn_usd,monthly_churn_rate,customer_acquisition_cost_usd,sales_marketing_spend_usd,new_arr_usd,gross_margin,cac_payback_months,nps,headcount,avg_time_to_fill_days,macro_stress_index,runway_months,mom_revenue_growth,revenue_score,runway_score,retention_score,growth_efficiency_score,customer_sentiment_score,team_capacity_score,board_or_advisory_group,stage,industry,region,governance_score,sharf_score,risk_tier,burn_recommendation,fundraising_readiness,remediation_priority
ST008,2025-06-01,31869.86,89672.95,119062.77,0.0189,4870.51,47134.8,1912.19,0.7442,34.5,41,14,56,0.557,0.75,-0.0149,27.1,0.0,84.2,0.0,67.8,48.6,True,Seed,Marketplace,US West,100.0,39.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-07-01,34161.96,0.0,109323.71,0.0,5225.39,48788.54,29483.48,0.5656,45.43,46,14,61,0.532,0.0,0.0719,63.3,0.0,100.0,0.0,73.3,41.4,True,Seed,Marketplace,US West,100.0,48.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-08-01,38218.61,0.0,104879.82,0.02,5420.07,68005.75,54460.41,0.8189,29.09,54,15,57,0.512,0.0,0.1187,82.8,0.0,83.3,0.0,82.2,47.1,True,Seed,Marketplace,US West,100.0,50.2,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-09-01,38257.75,0.0,120264.49,0.0224,4945.52,102401.29,2295.47,0.697,33.38,36,15,54,0.501,0.0,0.001,33.8,0.0,81.3,0.0,62.2,51.4,True,Seed,Marketplace,US West,100.0,39.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-10-01,37692.73,0.0,105675.78,0.0139,6227.94,61771.48,2261.56,0.752,39.55,45,15,54,0.502,0.0,-0.0148,27.2,0.0,88.4,0.0,72.2,51.4,True,Seed,Marketplace,US West,100.0,40.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-11-01,39386.83,0.0,123782.02,0.022,5388.45,99997.07,21242.89,0.6542,37.64,57,15,48,0.515,0.0,0.0449,52.0,0.0,81.7,0.0,85.6,60.0,True,Seed,Marketplace,US West,100.0,45.8,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST008,2025-12-01,41055.21,0.0,97133.06,0.0181,5551.57,86240.05,20868.67,0.8455,28.79,41,15,66,0.536,0.0,0.0424,51.0,0.0,84.9,0.0,67.8,34.3,True,Seed,Marketplace,US West,100.0,42.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST009,2025-01-01,38841.49,729247.48,56000.11,0.0431,2723.88,43842.74,2330.49,0.8036,8.38,27,8,65,0.574,13.02,0.0,33.3,66.8,64.1,74.4,52.2,35.7,False,Pre-seed,Marketplace,US Northeast,45.0,55.3,Watch,Maintain planned spend,Delay and fix blockers,Revenue growth
ST009,2025-02-01,44079.44,670503.28,62772.28,0.0608,3061.46,50295.18,71331.59,0.7879,8.46,29,8,59,0.592,10.68,0.1349,89.5,51.2,49.3,74.0,54.4,44.3,False,Pre-seed,Marketplace,US Northeast,45.0,60.1,Watch,Hold spend and review runway,Prepare for outreach,Team capacity
ST009,2025-03-01,42904.69,615702.81,58739.17,0.0742,2576.28,51993.35,2574.28,0.6478,8.9,34,8,52,0.6,10.48,-0.0267,22.2,49.9,38.2,71.9,60.0,54.3,False,Pre-seed,Marketplace,US Northeast,45.0,47.0,Critical,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST009,2025-04-01,47638.0,558732.12,59770.73,0.0518,2726.17,49530.62,63065.93,0.68,8.08,35,10,48,0.595,9.35,0.1103,79.3,42.3,56.8,75.8,61.1,60.0,False,Pre-seed,Marketplace,US Northeast,45.0,59.5,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST009,2025-05-01,49672.35,497963.56,68567.42,0.0445,2343.49,27433.29,25454.81,0.8505,6.66,45,10,52,0.58,7.26,0.0427,51.1,28.4,62.9,82.6,72.2,54.3,False,Pre-seed,Marketplace,US Northeast,45.0,53.7,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST009,2025-06-01,52175.67,433910.62,69813.57,0.0133,1614.11,28691.27,31553.7,0.6965,5.33,41,10,56,0.557,6.22,0.0504,54.3,21.5,88.9,88.9,67.8,48.6,False,Pre-seed,Marketplace,US Northeast,45.0,56.8,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST009,2025-07-01,53608.7,362273.95,77094.36,0.0637,2858.66,36100.31,17668.69,0.6951,9.21,35,10,50,0.532,4.7,0.0275,44.8,11.3,46.9,70.4,61.1,57.1,False,Pre-seed,Marketplace,US Northeast,45.0,43.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST009,2025-08-01,60567.73,312269.78,54771.08,0.0387,2563.67,37504.33,94348.65,0.6194,8.2,31,13,80,0.512,5.7,0.1298,87.4,18.0,67.8,75.2,56.7,14.3,False,Pre-seed,Marketplace,US Northeast,45.0,52.7,Watch,Reduce burn immediately,Delay and fix blockers,Team capacity
ST009,2025-09-01,69532.05,235075.69,86108.28,0.0146,2636.67,47155.48,123492.97,0.6602,8.96,25,13,41,0.501,2.73,0.148,95.0,0.0,87.8,71.6,50.0,70.0,False,Pre-seed,Marketplace,US Northeast,45.0,56.3,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST009,2025-10-01,73500.49,153343.24,88414.92,0.0606,2261.09,11346.48,50339.2,0.7906,6.07,24,13,46,0.502,1.73,0.0571,57.1,0.0,49.5,85.4,48.9,62.9,False,Pre-seed,Marketplace,US Northeast,45.0,44.6,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST009,2025-11-01,78562.03,76080.06,85990.98,0.0623,2563.3,22193.09,64921.2,0.8,6.36,51,13,35,0.515,0.88,0.0689,62.0,0.0,48.1,84.0,78.9,78.6,False,Pre-seed,Marketplace,US Northeast,45.0,49.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST009,2025-12-01,78373.46,0.0,103372.63,0.0434,2940.83,57713.18,4702.41,0.7318,8.0,28,13,42,0.536,0.0,-0.0024,32.3,0.0,63.8,76.2,53.3,68.6,False,Pre-seed,Marketplace,US Northeast,45.0,42.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST010,2025-01-01,38498.35,6279876.9,77399.69,0.0491,3903.98,69579.22,2309.9,0.846,15.82,36,11,61,0.574,81.14,0.0,33.3,100.0,59.1,39.0,62.2,41.4,True,Series A,Fintech,US South,100.0,64.4,Watch,Maintain planned spend,Prepare for outreach,Revenue growth
ST010,2025-02-01,41352.41,6193736.64,89949.3,0.0701,4873.68,38481.6,36787.75,0.7853,19.81,20,11,42,0.592,68.86,0.0741,64.2,100.0,41.6,20.0,44.4,68.6,True,Series A,Fintech,US South,100.0,64.9,Watch,Maintain planned spend,Prepare for outreach,Growth efficiency
ST010,2025-03-01,42831.66,6097783.0,98808.24,0.0893,4907.94,96806.4,18385.93,0.8642,17.5,19,11,77,0.6,61.71,0.0358,48.2,100.0,25.6,31.0,43.3,18.6,True,Series A,Fintech,US South,100.0,56.9,Watch,Maintain planned spend,Delay and fix blockers,Team capacity
ST010,2025-04-01,42911.34,6000710.66,104387.87,0.0553,4472.32,56654.43,2574.68,0.6152,22.36,39,11,47,0.595,57.48,0.0019,34.1,100.0,53.9,7.8,65.6,61.4,True,Series A,Fintech,US South,100.0,61.3,Watch,Maintain planned spend,Prepare for outreach,Growth efficiency
ST010,2025-05-01,42538.75,5912679.08,92252.15,0.109,4297.7,49916.31,2552.33,0.8199,16.26,32,11,51,0.58,64.09,-0.0087,29.7,100.0,9.2,36.9,57.8,55.7,True,Series A,Fintech,US South,100.0,56.2,Watch,Hold spend and review runway,Delay and fix blockers,Retention
ST010,2025-06-01,43760.39,5826960.23,93183.31,0.0908,4883.64,102916.98,15080.61,0.863,17.07,24,11,61,0.557,62.53,0.0287,45.3,100.0,24.3,33.0,48.9,41.4,True,Series A,Fintech,US South,100.0,58.9,Watch,Maintain planned spend,Delay and fix blockers,Retention
ST010,2025-07-01,43646.43,5734020.74,98982.53,0.0881,4431.02,86344.87,2618.79,0.8355,16.04,10,11,66,0.532,57.93,-0.0026,32.2,100.0,26.6,37.9,33.3,34.3,True,Series A,Fintech,US South,100.0,55.4,Watch,Hold spend and review runway,Delay and fix blockers,Retention
ST010,2025-08-01,45183.64,5642745.86,98695.8,0.1108,4999.24,38644.15,19096.22,0.7536,19.38,24,13,30,0.512,57.17,0.0352,48.0,100.0,7.7,22.0,48.9,85.7,True,Series A,Fintech,US South,100.0,58.7,Watch,Maintain planned spend,Delay and fix blockers,Retention
ST010,2025-09-01,47269.95,5538870.17,111497.19,0.0628,4012.24,45602.66,26191.77,0.7443,17.79,7,13,63,0.501,49.68,0.0462,52.6,100.0,47.7,29.6,30.0,38.6,True,Series A,Fintech,US South,100.0,61.3,Watch,Maintain planned spend,Prepare for outreach,Growth efficiency
ST010,2025-10-01,50742.21,5445547.28,99865.46,0.0973,3015.54,21147.3,44727.78,0.7122,13.02,35,13,48,0.502,54.53,0.0735,64.0,100.0,18.9,52.3,61.1,60.0,True,Series A,Fintech,US South,100.0,66.8,Watch,Maintain planned spend,Prepare for outreach,Retention
ST010,2025-11-01,53486.42,5340308.27,108080.0,0.0854,3729.9,29009.9,34711.41,0.8352,13.02,23,13,56,0.515,49.41,0.0541,55.9,100.0,28.8,52.3,47.8,48.6,True,Series A,Fintech,US South,100.0,64.7,Watch,Maintain planned spend,Prepare for outreach,Retention
ST010,2025-12-01,50581.85,5237748.88,108522.62,0.0614,4483.84,48651.42,3034.91,0.7994,17.3,16,13,67,0.536,48.26,-0.0543,10.7,100.0,48.8,31.9,40.0,32.9,True,Series A,Fintech,US South,100.0,54.8,Watch,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST011,2025-01-01,75236.7,1882793.48,115067.74,0.0555,4848.06,27569.89,27251.24,0.9,14.61,75,17,64,0.574,16.36,0.0,33.3,89.1,53.8,44.7,100.0,37.1,True,Series A,Climate,US Northeast,100.0,65.2,Watch,Maintain planned spend,Prepare for outreach,Revenue growth
ST011,2025-02-01,77927.18,1778961.07,116212.84,0.0684,6472.51,91218.75,33440.26,0.7773,21.8,77,17,48,0.592,15.31,0.0358,48.2,82.1,43.0,10.5,100.0,60.0,True,Series A,Climate,US Northeast,100.0,61.5,Watch,Maintain planned spend,Prepare for outreach,Growth efficiency
ST011,2025-03-01,80086.94,1669084.8,123966.59,0.0765,5213.55,111540.54,26635.51,0.7702,17.24,90,17,68,0.6,13.46,0.0277,44.9,69.7,36.2,32.2,100.0,31.4,True,Series A,Climate,US Northeast,100.0,57.6,Watch,Maintain planned spend,Delay and fix blockers,Team capacity
ST011,2025-04-01,87656.01,1585656.47,97407.72,0.0361,5407.77,77203.91,99413.09,0.7692,16.36,84,17,57,0.595,16.28,0.0945,72.7,88.5,69.9,36.4,100.0,47.1,True,Series A,Climate,US Northeast,100.0,74.4,Stable,Maintain planned spend,Prepare for outreach,Growth efficiency
ST011,2025-05-01,97238.13,1510544.05,84858.06,0.0332,5469.18,34545.61,127555.04,0.8399,13.66,86,17,42,0.58,17.8,0.1093,78.9,98.7,72.3,49.2,100.0,68.6,True,Series A,Climate,US Northeast,100.0,81.8,Stable,Maintain planned spend,Ready for outreach,Growth efficiency
ST011,2025-06-01,97739.68,1371673.58,145758.97,0.0366,6435.9,88608.55,6049.68,0.7882,17.04,85,17,36,0.557,9.41,0.0052,35.5,42.7,69.5,33.1,100.0,77.1,True,Series A,Climate,US Northeast,100.0,58.6,Watch,Hold spend and review runway,Delay and fix blockers,Growth efficiency
ST011,2025-07-01,108237.15,1258268.6,119707.92,0.0508,5787.45,81792.4,139499.08,0.7605,14.34,83,17,59,0.532,10.51,0.1074,78.1,50.1,57.7,46.0,100.0,44.3,True,Series A,Climate,US Northeast,100.0,65.3,Watch,Hold spend and review runway,Prepare for outreach,Team capacity
ST011,2025-08-01,110350.64,1136513.95,140883.89,0.0845,4931.69,61366.57,25857.1,0.9,10.13,88,20,53,0.512,8.07,0.0195,41.5,33.8,29.6,66.0,100.0,52.9,True,Series A,Climate,US Northeast,100.0,53.8,Watch,Hold spend and review runway,Delay and fix blockers,Retention
ST011,2025-09-01,113741.24,1010812.27,136131.24,0.0661,4896.34,43513.62,41937.36,0.806,12.82,86,20,61,0.501,7.43,0.0307,46.1,29.5,44.9,53.2,100.0,41.4,True,Series A,Climate,US Northeast,100.0,53.3,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST011,2025-10-01,116898.94,898035.89,126184.01,0.0671,5351.98,117271.87,38944.32,0.7048,15.59,71,20,66,0.502,7.12,0.0278,44.9,27.5,44.1,40.0,100.0,34.3,True,Series A,Climate,US Northeast,100.0,50.1,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST011,2025-11-01,117597.84,769851.55,137549.33,0.0625,5560.65,72138.82,8437.01,0.9,12.61,78,20,45,0.515,5.6,0.006,35.8,17.3,47.9,54.2,100.0,64.3,True,Series A,Climate,US Northeast,100.0,51.0,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST011,2025-12-01,120469.37,649628.68,138489.46,0.0857,5343.56,84044.19,35299.7,0.9,11.83,90,20,57,0.536,4.69,0.0244,43.5,11.3,28.6,58.0,100.0,47.1,True,Series A,Climate,US Northeast,100.0,47.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST012,2025-01-01,57973.39,515325.14,40657.67,0.0643,4150.71,73482.53,3478.4,0.7389,5.81,39,5,49,0.574,12.67,0.0,33.3,64.5,46.4,86.6,65.6,58.6,False,Pre-seed,Fintech,US West,45.0,56.8,Watch,Maintain planned spend,Delay and fix blockers,Revenue growth
ST012,2025-02-01,67361.34,480640.87,39783.3,0.0601,3846.26,68960.73,130898.21,0.7492,4.57,52,5,42,0.592,12.08,0.1619,100.0,60.5,49.9,92.5,80.0,68.6,False,Pre-seed,Fintech,US West,45.0,71.4,Stable,Maintain planned spend,Prepare for outreach,Governance
ST012,2025-03-01,73751.82,447496.19,39453.85,0.0475,3525.96,59890.18,83960.85,0.6902,4.16,41,5,38,0.6,11.34,0.0949,72.9,55.6,60.4,94.5,67.8,74.3,False,Pre-seed,Fintech,US West,45.0,66.6,Watch,Hold spend and review runway,Prepare for outreach,Governance
ST012,2025-04-01,78499.91,423653.43,32342.05,0.0497,3193.66,25543.02,60645.25,0.846,2.89,41,7,57,0.595,13.1,0.0644,60.2,67.3,58.6,100.0,67.8,47.1,False,Pre-seed,Fintech,US West,45.0,65.4,Watch,Maintain planned spend,Prepare for outreach,Governance
ST012,2025-05-01,81985.55,365440.6,63707.15,0.0674,4026.02,36282.33,43684.96,0.5802,7.11,44,7,43,0.58,5.74,0.0444,51.8,18.3,43.8,80.4,71.1,67.1,False,Pre-seed,Fintech,US West,45.0,49.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST012,2025-06-01,91755.51,339534.84,42407.79,0.0142,3398.92,62725.99,131210.58,0.7249,4.29,53,7,65,0.557,8.01,0.1192,83.0,33.4,88.2,93.9,81.1,35.7,False,Pre-seed,Fintech,US West,45.0,65.7,Watch,Hold spend and review runway,Prepare for outreach,Runway
ST012,2025-07-01,95231.58,312470.32,36869.29,0.0642,4061.25,27808.1,43293.15,0.6468,5.54,34,7,60,0.532,8.48,0.0379,49.1,36.5,46.5,87.9,60.0,42.9,False,Pre-seed,Fintech,US West,45.0,51.3,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST012,2025-08-01,90912.96,288578.85,38954.55,0.0763,3646.77,55821.37,5454.78,0.7316,4.61,38,7,29,0.512,7.41,-0.0453,14.5,29.4,36.4,92.3,64.4,87.1,False,Pre-seed,Fintech,US West,45.0,46.3,Critical,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST012,2025-09-01,91220.9,239893.88,55560.66,0.0504,3193.74,61256.18,5473.25,0.7108,4.14,36,7,42,0.501,4.32,0.0034,34.8,8.8,58.0,94.6,62.2,68.6,False,Pre-seed,Fintech,US West,45.0,47.1,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST012,2025-10-01,99429.85,202085.32,54585.07,0.059,3064.82,27581.45,107372.06,0.6483,3.99,38,7,37,0.502,3.7,0.09,70.8,4.7,50.8,95.3,64.4,75.7,False,Pre-seed,Fintech,US West,45.0,52.3,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST012,2025-11-01,105031.61,159761.41,51030.45,0.0553,3705.02,71125.78,71008.17,0.739,4.01,32,7,51,0.515,3.13,0.0563,56.8,0.9,53.9,95.2,57.8,55.7,False,Pre-seed,Fintech,US West,45.0,47.1,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST012,2025-12-01,115933.72,128318.0,40374.92,0.054,3825.05,44825.74,144404.83,0.6838,4.05,31,7,23,0.536,3.18,0.1038,76.6,1.2,55.0,95.0,56.7,95.7,False,Pre-seed,Fintech,US West,45.0,54.0,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-01-01,77990.63,567930.2,61193.49,0.0263,3297.33,58783.92,4679.44,0.6546,5.43,39,7,70,0.574,9.28,0.0,33.3,41.9,78.1,88.4,65.6,28.6,False,Seed,Fintech,US West,45.0,54.3,Watch,Hold spend and review runway,Delay and fix blockers,Team capacity
ST013,2025-02-01,74682.37,516791.98,57682.33,0.0276,2314.33,22038.26,4480.94,0.7093,3.67,26,7,55,0.592,8.96,-0.0424,15.7,39.7,77.0,96.8,51.1,50.0,False,Seed,Fintech,US West,45.0,51.8,Watch,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST013,2025-03-01,77671.25,466943.15,56001.14,0.0,2614.26,20268.4,37301.98,0.6792,4.16,31,7,64,0.6,8.34,0.04,50.0,35.6,100.0,94.5,56.7,37.1,False,Seed,Fintech,US West,45.0,59.9,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST013,2025-04-01,85469.54,426700.07,53942.95,0.0414,2641.09,26935.43,102974.88,0.8262,3.14,26,9,57,0.595,7.91,0.1004,75.2,32.7,65.5,99.3,51.1,47.1,False,Seed,Fintech,US West,45.0,59.1,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST013,2025-05-01,89868.4,364428.71,71919.53,0.0201,2318.98,43941.35,55503.15,0.6223,4.48,12,9,63,0.58,5.07,0.0515,54.8,13.8,83.2,93.0,35.6,38.6,False,Seed,Fintech,US West,45.0,50.7,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-06-01,85740.07,306910.8,68299.19,0.0222,2043.53,18788.88,5144.4,0.6995,3.68,33,9,50,0.557,4.49,-0.0459,14.2,9.9,81.5,96.8,58.9,57.1,False,Seed,Fintech,US West,45.0,46.5,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-07-01,87744.14,268987.26,53268.37,0.0326,2489.8,27350.08,24610.9,0.9,3.41,30,9,76,0.532,5.05,0.0234,43.1,13.7,72.8,98.0,55.6,20.0,False,Seed,Fintech,US West,45.0,48.1,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-08-01,96703.23,222541.86,62287.33,0.0217,2029.78,43964.33,118486.27,0.7329,3.09,34,8,60,0.512,3.57,0.1021,75.9,3.8,81.9,99.6,60.0,42.9,False,Seed,Fintech,US West,45.0,55.6,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-09-01,99041.53,187416.81,48555.33,0.0104,2256.98,38600.15,28738.16,0.6199,3.53,26,8,69,0.501,3.86,0.0242,43.4,5.7,91.3,97.5,51.1,30.0,False,Seed,Fintech,US West,45.0,49.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-10-01,99190.65,134300.86,58473.84,0.0203,2891.74,51313.86,5951.44,0.6972,4.01,28,8,38,0.502,2.3,0.0015,34.0,0.0,83.1,95.2,53.3,74.3,False,Seed,Fintech,US West,45.0,48.5,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-11-01,99914.25,97673.4,51745.0,0.0578,1459.06,31070.39,8746.53,0.7563,1.85,26,8,56,0.515,1.89,0.0073,36.4,0.0,51.8,100.0,51.1,48.6,False,Seed,Fintech,US West,45.0,42.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST013,2025-12-01,90766.39,44402.09,63113.95,0.031,2983.76,56094.11,5445.98,0.7269,4.34,9,8,62,0.536,0.7,-0.0916,0.0,0.0,74.2,93.6,32.2,40.0,False,Seed,Fintech,US West,45.0,35.9,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-01-01,31069.62,412545.86,47217.53,0.0854,3249.54,61946.96,1864.18,0.7478,6.71,27,4,61,0.574,8.74,0.0,33.3,38.3,28.8,82.3,52.2,41.4,False,Pre-seed,Healthtech,US Northeast,45.0,44.3,Critical,Hold spend and review runway,Delay and fix blockers,Retention
ST014,2025-02-01,31720.51,374724.97,41559.98,0.0312,2349.91,30431.54,7974.29,0.8132,4.37,32,4,51,0.592,9.02,0.0209,42.0,40.1,74.0,93.5,57.8,55.7,False,Pre-seed,Healthtech,US Northeast,45.0,56.9,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST014,2025-03-01,32511.3,337547.84,42361.68,0.0329,3005.17,18997.63,9726.02,0.678,6.54,36,4,55,0.6,7.97,0.0249,43.7,33.1,72.6,83.1,62.2,50.0,False,Pre-seed,Healthtech,US Northeast,45.0,53.8,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST014,2025-04-01,34720.85,302971.07,37644.44,0.042,3239.3,50441.19,28316.64,0.7903,5.67,53,7,48,0.595,8.05,0.068,61.7,33.7,65.0,87.3,81.1,60.0,False,Pre-seed,Healthtech,US Northeast,45.0,59.2,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST014,2025-05-01,33134.61,250959.18,53987.69,0.0404,2551.63,22404.0,1988.08,0.6427,10.07,24,7,94,0.58,4.65,-0.0457,14.3,11.0,66.3,66.3,48.9,0.0,False,Pre-seed,Healthtech,US Northeast,45.0,34.5,Critical,Reduce burn immediately,Delay and fix blockers,Team capacity
ST014,2025-06-01,32949.37,195464.11,59280.8,0.0709,2788.54,39003.86,1976.96,0.6323,11.24,23,7,78,0.557,3.3,-0.0056,31.0,2.0,40.9,60.8,47.8,17.1,False,Pre-seed,Healthtech,US Northeast,45.0,31.8,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-07-01,35057.84,142596.02,58821.57,0.061,3286.08,41601.07,26920.75,0.8287,9.5,37,7,72,0.532,2.42,0.064,60.0,0.0,49.2,69.0,63.3,25.7,False,Pre-seed,Healthtech,US Northeast,45.0,41.2,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-08-01,32550.4,88703.58,58775.06,0.0297,2434.86,18560.46,1953.02,0.7138,8.8,26,6,55,0.512,1.51,-0.0715,3.5,0.0,75.2,72.4,51.1,50.0,False,Pre-seed,Healthtech,US Northeast,45.0,36.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-09-01,33123.67,38073.92,54061.06,0.0544,1554.74,20994.49,7000.38,0.7782,4.34,33,6,71,0.501,0.7,0.0176,40.7,0.0,54.7,93.6,58.9,27.1,False,Pre-seed,Healthtech,US Northeast,45.0,41.7,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-10-01,30221.4,0.0,45246.77,0.0608,2357.32,51471.45,1813.28,0.7931,7.08,34,6,57,0.502,0.0,-0.0876,0.0,0.0,49.3,80.6,60.0,47.1,False,Pre-seed,Healthtech,US Northeast,45.0,33.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-11-01,27312.07,0.0,58413.36,0.0455,2985.33,64947.46,1638.72,0.8088,9.73,23,6,57,0.515,0.0,-0.0963,0.0,0.0,62.1,68.0,47.8,47.1,False,Pre-seed,Healthtech,US Northeast,45.0,32.5,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST014,2025-12-01,28965.69,0.0,54680.67,0.0595,2668.37,31864.32,21044.91,0.7576,8.76,46,6,49,0.536,0.0,0.0605,58.5,0.0,50.4,72.6,73.3,58.6,False,Pre-seed,Healthtech,US Northeast,45.0,45.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST015,2025-01-01,47878.37,1450658.98,108594.41,0.0,3657.77,22327.37,29059.34,0.7161,19.2,10,15,42,0.574,13.36,0.0,33.3,69.1,100.0,22.9,33.3,68.6,True,Series A,Edtech,US South,100.0,60.6,Watch,Maintain planned spend,Prepare for outreach,Growth efficiency
ST015,2025-02-01,49761.15,1325147.47,131923.41,0.0191,2938.53,54794.1,23481.88,0.853,12.46,8,15,53,0.592,10.04,0.0393,49.7,46.9,84.1,55.0,31.1,52.9,True,Series A,Edtech,US South,100.0,58.7,Watch,Hold spend and review runway,Delay and fix blockers,Customer sentiment
ST015,2025-03-01,51603.48,1203930.94,124803.24,0.0224,3228.07,49035.21,22926.43,0.6907,16.3,-3,15,29,0.6,9.65,0.037,48.8,44.3,81.3,36.7,18.9,87.1,True,Series A,Edtech,US South,100.0,56.4,Watch,Hold spend and review runway,Delay and fix blockers,Customer sentiment
ST015,2025-04-01,56181.26,1070213.29,138165.75,0.0177,4317.97,22943.3,59806.58,0.7035,19.67,-9,15,54,0.595,7.75,0.0887,70.3,31.7,85.2,20.6,12.2,51.4,True,Series A,Edtech,US South,100.0,52.1,Watch,Hold spend and review runway,Delay and fix blockers,Customer sentiment
ST015,2025-05-01,59535.29,977284.75,96700.91,0.0,2906.76,16636.47,42651.15,0.5675,15.49,2,15,32,0.58,10.11,0.0597,58.2,47.4,100.0,40.5,24.4,82.9,True,Series A,Edtech,US South,100.0,62.6,Watch,Hold spend and review runway,Prepare for outreach,Customer sentiment
ST015,2025-06-01,63932.93,881032.03,107143.02,0.0236,3857.93,79953.11,56669.79,0.7296,14.89,-2,15,51,0.557,8.22,0.0739,64.1,34.8,80.3,43.4,20.0,55.7,True,Series A,Edtech,US South,100.0,55.3,Watch,Hold spend and review runway,Delay and fix blockers,Customer sentiment
ST015,2025-07-01,67596.47,787770.33,105171.68,0.016,3823.59,59017.35,46481.68,0.5066,20.1,-18,15,43,0.532,7.49,0.0573,57.2,29.9,86.7,18.6,2.2,67.1,True,Series A,Edtech,US South,100.0,49.5,Critical,Hold spend and review runway,Delay and fix blockers,Customer sentiment
ST015,2025-08-01,74747.8,685382.39,106854.28,0.0213,2458.24,33597.0,94894.7,0.8303,7.13,-2,17,43,0.512,6.41,0.1058,77.4,22.7,82.2,80.3,20.0,67.1,True,Series A,Edtech,US South,100.0,61.1,Watch,Hold spend and review runway,Prepare for outreach,Customer sentiment
ST015,2025-09-01,74266.63,552658.02,138557.68,0.0055,3037.56,26302.68,4456.0,0.8435,9.89,17,17,49,0.501,3.99,-0.0064,30.7,6.6,95.4,67.2,41.1,58.6,True,Series A,Edtech,US South,100.0,50.6,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST015,2025-10-01,73196.73,450665.32,114470.33,0.0134,2837.21,21449.79,4391.8,0.5656,13.98,-10,17,41,0.502,3.94,-0.0144,27.3,6.3,88.8,47.7,11.1,70.0,True,Series A,Edtech,US South,100.0,44.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST015,2025-11-01,73150.58,347919.1,113571.79,0.0149,2538.79,35140.02,4389.03,0.6877,10.3,-4,17,61,0.515,3.06,-0.0006,33.1,0.4,87.6,65.2,17.8,41.4,True,Series A,Edtech,US South,100.0,44.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST015,2025-12-01,71907.89,234777.09,125011.28,0.0025,3372.07,56273.4,4314.47,0.7211,13.27,8,17,53,0.536,1.88,-0.017,26.2,0.0,97.9,51.1,31.1,52.9,True,Series A,Edtech,US South,100.0,44.9,Critical,Reduce burn immediately,Delay and fix blockers,Runway
